donation_id,donation_date,city,state,donor_type,food_type,quantity_donated_kg,quantity_available_kg,shelf_life_hours,storage_condition,storage_temp_C,distance_to_foodbank_km,foodbank_id,foodbank_capacity_kg,current_stock_kg,beneficiaries_count,transport_available,redistribution_priority,donor_contact_number,remarks
DON-0575,2026-03-07,Jalandhar,Punjab,Gurudwara Langar,Bread/Bakery,80.1,73.0,8.0,Room,23.3,20.7,FB-01,500,399,255.0,Yes,med,+91-984927526,
DON-0417,2026-01-17,Bathinda,Punjab,Farm,VEGETABLES ,60.3,57.2,28.0,No Storage,29.3,7.1,FB-05,1500,1137,373.0,yes,HIGH ,+91-983916971,festival surplus
DON-0526,2026-01-09,Patiala,Punjab,Wedding Hall,Fruits,120.6,71.5,28.0,Room,24.9,14.1,FB-02,1500,1284,423.0,Yes,HIGH ,+91-986329953,festival surplus
DON-0017,2026-02-02,LUDHIANA ,Punjab,Supermarket,Fruits,85.0,69.3,52.0,No Storage,37.2,15.8,FB-04,1000,797,200.0,Yes,Medium,+91-983976242,urgent pickup
DON-0049,2026-01-19,Jaipur,Rajasthan,Household,Wheat Flour,70.4,57.7,170.0,No Storage,26.5,21.4,FB-02,1500,1062,93.0,Y,Low,+91-987503216,ok
DON-0598,2026-01-05,Jaipur,Rajasthan,Gurudwara Langar,Fruits,62.4,35.7,55.0,Cold,3.9,11.7,FB-04,1500,1142,407.0,N,med,+91-987454935,urgent pickup
DON-0564,2026-02-06,Chandigarh,Chandigarh UT,Farm,Vegetables,150.6,109.4,37.0,Room,24.2,12.9,FB-02,500,100,252.0,Y,med,+91-984208136,festival surplus
DON-0004,2026-02-20,Amritsar,Punjab,Restaurant,COOKED MEALS,92.4,58.7,10.0,Room,24.4,4.9,FB-05,1000,602,382.0,Y,HIGH ,+91-986401218,ok
DON-0350,2026-02-05,Patiala,Punjab,Hostel Mess,Wheat Flour,95.8,87.9,86.0,Room,21.5,16.0,FB-03,500,98,230.0,No,med,+91-986842488,urgent pickup
DON-0556,2026-01-25,AMRITSAR,Punjab,Farm,Bread/Bakery,52.5,30.1,14.0,Cold,1.6,28.0,FB-02,1000,729,188.0,N,MEDIUM ,+91-987378001,
DON-0470,2026-01-27,Jalandhar,Punjab,Gurudwara Langar,Wheat Flour,119.8,109.7,176.0,Room,27.5,20.1,FB-05,800,421,266.0,Y,med,+91-988290985,festival surplus
DON-0389,2026-01-18,Jalandhar,Punjab,Wedding Hall,Fruits,62.8,50.4,,Cold,3.5,12.9,FB-03,500,72,88.0,Y,MEDIUM ,+91-985872367,urgent pickup
DON-0465,2026-02-25,CHANDIGARH,Chandigarh UT,Gurudwara Langar,Bread/Bakery,204.0,144.8,19.0,Room,29.8,9.2,FB-02,1500,1401,176.0,Yes,high,+91-981787560,festival surplus
DON-0395,2026-01-25,Jaipur,Rajasthan,Restaurant,Bread/Bakery,55.8,40.8,0.0,No Storage,28.2,12.1,FB-05,1000,271,221.0,YES ,MEDIUM ,+91-988859498,ok
DON-0226,2026-03-07,Ludhiana,Punjab,Gurudwara Langar,Rice,76.9,43.1,89.0,Room,24.5,19.3,FB-05,1500,337,173.0,yes,Medium,+91-982195344,ok
DON-0027,2026-02-16,chandigarh ,Chandigarh UT,Farm,Wheat Flour,128.0,89.6,174.0,Room,27.9,13.7,FB-05,800,502,334.0,YES ,HIGH ,+91-989007407,festival surplus
DON-0584,2026-02-17,amritsar ,Punjab,Gurudwara Langar,rice ,95.9,66.6,53.0,Room,22.7,21.7,FB-05,800,434,255.0,YES ,med,+91-988237234,urgent pickup
DON-0264,2026-01-05,Delhi,Delhi,Wedding Hall,Wheat Flour,88.0,83.5,165.0,Cold,3.8,11.2,FB-02,500,310,259.0,YES ,MEDIUM ,+91-982330363,
DON-0051,2026-01-15,AMRITSAR,Punjab,Household,Dairy,110.7,85.6,32.0,Room,25.5,13.1,FB-05,1000,129,357.0,no ,Medium,+91-983339767,festival surplus
DON-0230,2026-01-20,Chandigarh,Chandigarh UT,Hostel Mess,COOKED MEALS,91.3,60.1,10.0,Room,24.0,18.0,FB-04,1500,1078,454.0,,MEDIUM ,+91-984517778,urgent pickup
DON-0038,2026-01-06,Jaipur,Rajasthan,Hostel Mess,Wheat Flour,118.0,70.6,122.0,Room,23.2,24.6,FB-01,1000,438,169.0,no ,LOW,+91-984678086,urgent pickup
DON-0158,2026-02-14,Jaipur,Rajasthan,Farm,Wheat Flour,81.2,52.0,140.0,No Storage,27.6,14.9,FB-02,1000,675,300.0,YES ,med,+91-988831038,ok
DON-0238,2026-02-13,Chandigarh,Chandigarh UT,Wedding Hall,Bread/Bakery,102.5,83.9,,Cold,2.5,16.4,FB-04,500,208,315.0,NO,MEDIUM ,+91-987214294,festival surplus
DON-0593,2026-01-21,Bathinda,Punjab,Supermarket,Wheat Flour,112.1,156.93999999999997,174.0,Room,24.2,14.6,FB-04,1500,821,159.0,No,med,+91-989367137,urgent pickup
DON-0176,2026-03-03,Bathinda,Punjab,Hostel Mess,Dairy,68.3,,31.0,Room,24.8,5.8,FB-05,1000,764,144.0,Yes,MEDIUM ,+91-982171248,festival surplus
DON-0520,2026-01-31,Bathinda,Punjab,Restaurant,COOKED MEALS,33.7,23.0,3.0,Cold,2.4,16.1,FB-05,1000,191,216.0,YES ,MEDIUM ,+91-984200034,ok
DON-0437,2026-02-12,amritsar ,Punjab,Gurudwara Langar,rice ,58.1,39.2,,No Storage,20.9,12.8,FB-03,800,395,189.0,YES ,med,+91-985463588,festival surplus
DON-0195,2026-01-16,Delhi,Delhi,Gurudwara Langar,rice ,63.0,59.9,34.0,Room,30.1,6.7,FB-03,1000,496,245.0,Y,med,+91-981732722,ok
DON-0522,2026-02-04,ludhiana,Punjab,Hostel Mess,VEGETABLES ,99.2,91.7,40.0,No Storage,28.8,11.5,FB-03,1000,779,368.0,Y,HIGH ,+91-985932206,
DON-0384,2026-01-21,Patiala,Punjab,Gurudwara Langar,Bread/Bakery,70.0,59.9,12.0,Cold,5.8,14.9,FB-05,800,166,71.0,Y,Medium,+91-988223153,ok
DON-0597,2026-01-26,CHANDIGARH,Chandigarh UT,Hostel Mess,Fruits,128.6,95.3,55.0,Room,26.2,7.7,FB-03,800,504,275.0,YES ,Medium,+91-985127196,urgent pickup
DON-0528,2026-02-25,Delhi,Delhi,Farm,Dairy,84.6,48.7,36.0,Cold,3.1,22.9,FB-04,1000,573,175.0,yes,MEDIUM ,+91-988851347,ok
DON-0068,2026-02-19,LUDHIANA ,Punjab,Wedding Hall,Cooked Meals,123.6,83.8,7.0,Room,20.6,38.2,FB-05,500,303,63.0,Yes,Medium,+91-982912584,festival surplus
DON-0415,2026-02-15,chandigarh ,Chandigarh UT,Gurudwara Langar,COOKED MEALS,147.0,91.1,8.0,No Storage,27.9,19.1,FB-03,1000,681,421.0,Yes,High,+91-987357722,ok
DON-0169,2026-02-23,Patiala,Punjab,Restaurant,RICE,89.1,,105.0,No Storage,36.2,36.3,FB-02,500,414,344.0,NO,Medium,+91-988058021,ok
DON-0501,2026-01-17,Jaipur,Rajasthan,Gurudwara Langar,rice ,-56.2,55.1,53.0,No Storage,29.6,12.9,FB-04,1500,906,,Y,MEDIUM ,+91-988596477,urgent pickup
DON-0163,2026-03-02,Delhi,Delhi,Hostel Mess,Dairy,138.9,85.6,23.0,Cold,2.7,15.9,FB-03,1500,498,129.0,yes,med,+91-982471926,urgent pickup
DON-0310,2026-01-06,Jaipur,Rajasthan,Gurudwara Langar,COOKED MEALS,110.6,93.8,7.0,Cold,1.8,14.5,FB-04,1000,341,213.0,Yes,HIGH ,+91-984867293,
DON-0194,2026-02-24,CHANDIGARH,Chandigarh UT,Household,Wheat Flour,50.9,34.2,136.0,Room,26.0,12.0,FB-03,800,282,353.0,no ,Medium,+91-987477006,festival surplus
DON-0153,2026-01-15,Delhi,Delhi,Farm,Fruits,119.2,166.88,74.0,Cold,5.7,8.0,FB-05,1000,832,163.0,No,Medium,+91-982805518,
DON-0351,2026-01-22,Patiala,Punjab,Restaurant,Wheat Flour,180.8,147.8,82.0,Room,31.9,8.5,FB-01,500,349,430.0,yes,HIGH ,+91-982750652,festival surplus
DON-0361,2026-03-01,Amritsar,Punjab,Gurudwara Langar,Fruits,54.8,40.2,66.0,Cold,5.3,20.7,FB-03,800,231,285.0,,med,+91-982378148,festival surplus
DON-0227,2026-01-13,Bathinda,Punjab,Farm,Dairy,79.1,68.7,31.0,Room,20.8,6.7,FB-04,800,421,100.0,Yes,MEDIUM ,+91-987630604,festival surplus
DON-0357,2026-03-06,Bathinda,Punjab,Wedding Hall,Wheat Flour,107.9,91.6,98.0,Cold,5.7,11.7,FB-02,1500,220,164.0,Y,Medium,+91-985935500,festival surplus
DON-0104,2026-02-11,Jalandhar,Punjab,Hostel Mess,COOKED MEALS,52.5,32.6,7.0,Cold,3.9,26.2,FB-04,1500,448,142.0,No,med,+91-983661637,urgent pickup
DON-0420,2026-02-21,Patiala,Punjab,Household,Bread/Bakery,199.1,143.1,15.0,No Storage,30.6,14.4,FB-05,1500,814,346.0,YES ,High,+91-984458332,festival surplus
DON-0075,2026-01-25,Bathinda,Punjab,Farm,Bread/Bakery,189.7,148.0,17.0,Room,28.9,9.9,FB-05,1500,1331,104.0,no ,med,+91-986859046,
DON-0452,2026-02-02,Patiala,Punjab,Restaurant,Cooked Meals,78.5,71.1,9.0,No Storage,36.5,2.8,FB-05,800,666,165.0,N,med,+91-983794937,
DON-0596,2026-01-12,Jaipur,Rajasthan,Supermarket,Wheat Flour,118.8,105.8,53.0,Room,23.8,5.0,FB-05,800,272,148.0,YES ,med,+91-988655628,
DON-0120,2026-01-16,CHANDIGARH,Chandigarh UT,Gurudwara Langar,Vegetables,63.1,50.0,39.0,No Storage,28.3,9.5,FB-05,500,168,276.0,yes,MEDIUM ,+91-986630761,ok
DON-0416,2026-02-17,ludhiana,Punjab,Farm,Dairy,58.5,,21.0,Cold,3.4,17.9,FB-05,1500,419,183.0,Y,Medium,+91-987643509,urgent pickup
DON-0439,2026-02-13,Delhi,Delhi,Hostel Mess,Dairy,48.5,36.3,31.0,Room,31.1,6.0,FB-04,1500,353,275.0,Y,Medium,+91-982499666,festival surplus
DON-0581,2026-01-05,Jaipur,Rajasthan,Restaurant,Dairy,57.2,53.8,19.0,Cold,4.3,19.9,FB-03,1500,544,282.0,Yes,med,+91-988023684,ok
DON-0208,2026-01-27,Jalandhar,Punjab,Gurudwara Langar,Dairy,78.9,47.8,19.0,Room,29.1,9.8,FB-01,500,260,257.0,yes,MEDIUM ,+91-988891784,ok
DON-0358,2026-02-15,Ludhiana,Punjab,Supermarket,Cooked Meals,82.8,64.9,5.0,Room,25.7,6.7,FB-04,500,106,138.0,yes,High,+91-989731896,
DON-0527,2026-01-21,Jalandhar,Punjab,Farm,Wheat Flour,81.7,75.2,,Cold,3.6,13.5,FB-04,1500,541,209.0,yes,med,+91-983520022,ok
DON-0366,2026-03-06,Bathinda,Punjab,Restaurant,vegetables,83.1,47.0,25.0,Cold,5.5,8.2,FB-04,800,575,222.0,Yes,MEDIUM ,+91-987225175,festival surplus
DON-0434,2026-02-18,Bathinda,Punjab,Farm,Dairy,178.0,139.9,44.0,Room,24.6,23.1,FB-02,1500,1206,181.0,Y,Medium,+91-988997781,ok
DON-0009,2026-02-05,Patiala,Punjab,Restaurant,Wheat Flour,69.8,66.6,159.0,Room,25.2,22.3,FB-02,1000,294,243.0,Y,Medium,+91-982241082,festival surplus
DON-0405,2026-02-25,CHANDIGARH,Chandigarh UT,Restaurant,RICE,76.8,53.8,59.0,No Storage,23.5,2.8,FB-02,1000,257,195.0,Yes,med,+91-986174895,
DON-0037,2026-02-24,Jalandhar,Punjab,Gurudwara Langar,Wheat Flour,84.7,62.0,131.0,Cold,5.1,7.6,FB-04,1500,1321,399.0,Y,med,+91-989887324,urgent pickup
DON-0140,2026-03-04,Jaipur,Rajasthan,Farm,Dairy,100.6,95.4,16.0,Cold,6.6,13.1,FB-05,800,558,,yes,High,+91-987721635,festival surplus
DON-0254,2026-01-15,Patiala,Punjab,Gurudwara Langar,VEGETABLES ,136.6,122.8,44.0,Cold,6.5,6.5,FB-02,500,218,511.0,yes,High,+91-981026505,urgent pickup
DON-0304,2026-01-18,Jalandhar,Punjab,Wedding Hall,Dairy,107.3,72.1,11.0,No Storage,36.7,7.7,FB-04,500,288,111.0,yes,MEDIUM ,+91-987243383,
DON-0529,2026-02-11,ludhiana,Punjab,Household,Bread/Bakery,75.2,57.2,13.0,Cold,6.8,14.2,FB-02,800,725,351.0,YES ,High,+91-989916726,festival surplus
DON-0060,2026-02-28,Amritsar,Punjab,Restaurant,COOKED MEALS,119.2,106.7,8.0,Cold,4.2,27.7,FB-01,1500,1082,163.0,yes,high,+91-987152941,
DON-0112,2026-01-05,Patiala,Punjab,Supermarket,Fruits,42.2,33.0,26.0,Cold,6.6,18.4,FB-02,800,256,114.0,yes,Medium,+91-985093886,
DON-0502,2026-03-06,Bathinda,Punjab,Restaurant,rice ,73.2,45.1,94.0,Cold,3.4,3.3,FB-04,1500,780,146.0,NO,med,+91-982419702,festival surplus
DON-0559,2026-01-07,Bathinda,Punjab,Supermarket,Fruits,146.2,140.6,58.0,Room,27.3,9.1,FB-02,800,184,127.0,Y,Medium,+91-982836301,
DON-0381,2026-02-02,Patiala,Punjab,Supermarket,RICE,96.0,60.3,63.0,Cold,2.8,22.6,FB-05,1500,1189,88.0,N,Low,+91-985827976,
DON-0263,2026-02-27,amritsar ,Punjab,Restaurant,Fruits,135.5,84.2,35.0,Cold,4.8,10.4,FB-04,1500,1312,189.0,Yes,MEDIUM ,+91-983342094,
DON-0516,2026-03-03,CHANDIGARH,Chandigarh UT,Hostel Mess,COOKED MEALS,98.8,93.1,6.0,Cold,5.3,12.5,FB-02,800,415,271.0,Yes,High,+91-986865874,urgent pickup
DON-0298,2026-02-04,Bathinda,Punjab,Household,Cooked Meals,115.0,109.8,4.0,No Storage,37.0,38.6,FB-03,500,275,359.0,YES ,HIGH ,+91-984894325,
DON-0151,2026-02-03,Jaipur,Rajasthan,Restaurant,Dairy,86.6,67.8,19.0,Room,24.1,6.8,FB-03,1000,414,159.0,NO,med,+91-987562877,
DON-0267,2026-02-22,ludhiana,Punjab,Supermarket,Wheat Flour,46.3,42.9,88.0,Cold,5.3,28.8,FB-02,500,339,341.0,yes,Medium,+91-983818767,festival surplus
DON-0535,2026-02-11,Jalandhar,Punjab,Gurudwara Langar,Bread/Bakery,82.5,50.3,17.0,Room,24.6,12.3,FB-02,1500,1311,308.0,Y,High,+91-986287468,urgent pickup
DON-0360,2026-01-17,Bathinda,Punjab,Wedding Hall,Dairy,141.9,134.4,23.0,Cold,5.1,31.4,FB-04,500,321,133.0,no ,Medium,+91-985095228,ok
DON-0547,2026-01-17,Amritsar,Punjab,Household,COOKED MEALS,87.1,62.8,7.0,Cold,4.2,11.0,FB-04,1000,203,210.0,no ,Medium,+91-982226642,festival surplus
DON-0039,2026-02-22,Jalandhar,Punjab,Wedding Hall,COOKED MEALS,72.9,47.9,8.0,Room,22.9,8.8,FB-01,1000,929,608.0,Y,High,+91-988022336,
DON-0515,2026-02-19,Jalandhar,Punjab,Restaurant,Dairy,98.7,89.7,27.0,Room,23.2,5.7,FB-05,800,285,629.0,N,high,+91-982168964,festival surplus
DON-0308,2026-02-11,Amritsar,Punjab,Supermarket,RICE,121.7,113.8,86.0,Cold,5.3,20.0,FB-02,800,298,172.0,Yes,MEDIUM ,+91-985826176,urgent pickup
DON-0199,2026-01-31,Delhi,Delhi,Supermarket,Dairy,51.8,39.1,31.0,Room,25.6,17.7,FB-05,800,537,48.0,N,low ,+91-989605094,ok
DON-0498,2026-01-13,Ludhiana,Punjab,Farm,Bread/Bakery,79.4,70.2,15.0,Room,27.1,33.1,FB-05,500,135,203.0,N,med,+91-983816300,ok
DON-0382,2026-02-10,Jaipur,Rajasthan,Restaurant,Bread/Bakery,101.7,65.8,12.0,Cold,5.3,16.2,FB-02,500,431,68.0,yes,Medium,+91-988696124,
DON-0147,2026-01-14,chandigarh ,Chandigarh UT,Gurudwara Langar,Bread/Bakery,77.4,,12.0,Cold,5.1,6.0,FB-01,800,192,236.0,Yes,MEDIUM ,+91-988845870,
DON-0504,2026-01-22,Jalandhar,Punjab,Supermarket,Fruits,90.9,62.2,45.0,Cold,5.9,9.4,FB-04,500,421,199.0,Yes,MEDIUM ,+91-982100620,festival surplus
DON-0549,2026-02-21,Jalandhar,Punjab,Wedding Hall,Bread/Bakery,74.6,53.2,18.0,Room,22.5,22.4,FB-01,1500,275,147.0,yes,Medium,+91-981862634,
DON-0148,2026-01-17,Jalandhar,Punjab,Gurudwara Langar,Cooked Meals,65.6,43.0,5.0,Cold,5.8,14.1,FB-01,800,672,146.0,yes,high,+91-986113728,urgent pickup
DON-0450,2026-01-13,Jalandhar,Punjab,Gurudwara Langar,Bread/Bakery,94.3,132.01999999999998,17.0,No Storage,27.6,17.0,FB-04,500,224,541.0,NO,med,+91-982409849,
DON-0349,2026-01-21,Ludhiana,Punjab,Supermarket,Fruits,148.8,99.3,63.0,Cold,3.4,17.2,FB-01,800,604,276.0,N,med,+91-981626776,urgent pickup
DON-0326,2026-01-29,Patiala,Punjab,Restaurant,Cooked Meals,-116.8,86.6,4.0,No Storage,38.1,18.0,FB-01,1000,649,442.0,yes,HIGH ,+91-986600068,ok
DON-0421,2026-02-15,Ludhiana,Punjab,Household,Rice,-63.6,61.3,109.0,Room,21.7,25.1,FB-04,800,171,58.0,,low ,+91-988940312,ok
DON-0124,2026-02-02,Bathinda,Punjab,Gurudwara Langar,Fruits,147.3,121.7,36.0,Room,27.4,14.9,FB-03,1500,1148,205.0,YES ,med,+91-988184872,ok
DON-0537,2026-01-25,Delhi,Delhi,Gurudwara Langar,Bread/Bakery,115.6,92.1,21.0,No Storage,31.1,12.4,FB-03,500,295,161.0,YES ,HIGH ,+91-982738746,ok
DON-0097,2026-01-05,Patiala,Punjab,Restaurant,Wheat Flour,149.3,139.7,120.0,Room,24.7,21.3,FB-03,1500,299,301.0,yes,MEDIUM ,+91-985226156,festival surplus
DON-0144,2026-01-05,Patiala,Punjab,Gurudwara Langar,Dairy,73.7,60.8,33.0,No Storage,31.5,10.3,FB-03,800,94,232.0,Yes,Medium,+91-989686594,urgent pickup
DON-0240,2026-02-09,ludhiana,Punjab,Supermarket,Fruits,146.7,139.3,33.0,Cold,5.0,9.4,FB-04,800,748,424.0,yes,HIGH ,+91-985025282,ok
DON-0404,2026-01-16,Jaipur,Rajasthan,Wedding Hall,Dairy,107.7,60.1,25.0,No Storage,28.1,11.1,FB-01,1000,316,264.0,YES ,med,+91-981414399,festival surplus
DON-0098,2026-01-07,Bathinda,Punjab,Farm,Fruits,105.1,59.1,36.0,No Storage,31.9,12.0,FB-04,1500,1409,263.0,yes,med,+91-984932747,
DON-0372,2026-01-25,AMRITSAR,Punjab,Restaurant,Bread/Bakery,80.8,59.7,8.0,Cold,4.8,20.0,FB-04,500,254,,NO,MEDIUM ,+91-984476452,
DON-0325,2026-02-17,Bathinda,Punjab,Wedding Hall,Cooked Meals,117.9,82.4,5.0,Cold,5.2,20.9,FB-03,500,347,146.0,Y,HIGH ,+91-983871712,
DON-0280,2026-03-06,Jaipur,Rajasthan,Restaurant,Fruits,74.2,66.8,51.0,No Storage,20.7,21.3,FB-05,800,413,263.0,Yes,med,+91-981240346,urgent pickup
DON-0294,2026-01-06,Delhi,Delhi,Farm,Bread/Bakery,63.6,61.8,17.0,Room,25.1,14.9,FB-01,500,440,132.0,,MEDIUM ,+91-985528268,festival surplus
DON-0588,2026-01-26,Patiala,Punjab,Hostel Mess,Vegetables,145.3,102.6,49.0,Room,19.5,10.2,FB-04,500,181,273.0,Yes,Medium,+91-985927653,urgent pickup
DON-0123,2026-02-20,Jalandhar,Punjab,Supermarket,COOKED MEALS,123.5,82.1,9.0,Cold,4.6,4.2,FB-04,800,662,194.0,Yes,high,+91-983345704,urgent pickup
DON-0184,2026-03-08,Bathinda,Punjab,Restaurant,vegetables,33.0,19.3,29.0,Cold,-0.4,4.5,FB-03,500,293,307.0,YES ,Medium,+91-988300259,urgent pickup
DON-0203,2026-03-02,amritsar ,Punjab,Farm,cooked meals ,91.7,73.7,3.0,No Storage,34.5,25.1,FB-05,1000,571,353.0,yes,high,+91-984128411,festival surplus
DON-0324,2026-01-31,Amritsar,Punjab,Wedding Hall,Dairy,121.0,110.4,24.0,Cold,2.4,12.7,FB-02,1000,666,202.0,yes,HIGH ,+91-986897162,ok
DON-0247,2026-03-07,Ludhiana,Punjab,Gurudwara Langar,Bread/Bakery,74.9,53.8,13.0,Room,26.8,20.5,FB-03,1500,1154,511.0,yes,MEDIUM ,+91-987453859,festival surplus
DON-0448,2026-03-07,Bathinda,Punjab,Restaurant,Wheat Flour,98.4,61.3,153.0,Room,28.0,10.2,FB-04,1500,326,298.0,,med,+91-981692101,festival surplus
DON-0031,2026-01-28,Patiala,Punjab,Restaurant,COOKED MEALS,205.0,192.1,4.0,Room,26.5,12.2,FB-01,1000,143,58.0,YES ,HIGH ,+91-989929285,urgent pickup
DON-0513,2026-02-13,Chandigarh,Chandigarh UT,Household,cooked meals ,55.1,30.6,8.0,Room,26.2,31.8,FB-05,1000,743,245.0,yes,Medium,+91-988364308,festival surplus
DON-0440,2026-01-05,amritsar ,Punjab,Household,Rice,107.1,88.5,67.0,Cold,6.2,18.3,FB-03,1500,163,395.0,Y,MEDIUM ,+91-984573258,festival surplus
DON-0546,2026-01-13,Jaipur,Rajasthan,Farm,Bread/Bakery,131.1,97.7,23.0,Room,24.9,10.4,FB-01,800,662,98.0,Y,Medium,+91-988396822,ok
DON-0418,2026-01-25,Jalandhar,Punjab,Restaurant,rice ,93.3,,34.0,No Storage,34.1,22.1,FB-03,500,237,328.0,No,MEDIUM ,+91-984058321,ok
DON-0126,2026-01-10,Delhi,Delhi,Wedding Hall,Wheat Flour,147.2,84.8,87.0,Room,25.6,13.7,FB-01,800,285,159.0,No,MEDIUM ,+91-986438757,urgent pickup
DON-0403,2026-02-27,Jalandhar,Punjab,Restaurant,rice ,77.8,75.6,36.0,Room,29.6,3.5,FB-03,1500,793,115.0,yes,Medium,+91-981112035,urgent pickup
DON-0457,2026-02-18,Jaipur,Rajasthan,Gurudwara Langar,Fruits,206.4,159.8,29.0,Room,29.1,8.8,FB-02,1000,909,373.0,No,High,+91-984022927,festival surplus
DON-0443,2026-02-18,Jaipur,Rajasthan,Supermarket,Bread/Bakery,117.7,114.5,20.0,No Storage,32.4,8.6,FB-05,500,214,218.0,Yes,high,+91-989550162,
DON-0224,2026-03-06,Jalandhar,Punjab,Household,Fruits,150.0,122.5,48.0,Room,24.6,28.6,FB-01,1000,733,297.0,N,MEDIUM ,+91-986167373,
DON-0343,2026-03-09,chandigarh ,Chandigarh UT,Gurudwara Langar,vegetables,125.1,95.5,30.0,Cold,3.7,3.5,FB-03,1500,531,248.0,yes,med,+91-984959015,festival surplus
DON-0054,2026-03-05,Delhi,Delhi,Restaurant,rice ,90.1,60.7,99.0,Room,25.3,5.6,FB-03,1500,286,259.0,Yes,med,+91-985068316,urgent pickup
DON-0220,2026-03-05,ludhiana,Punjab,Supermarket,Wheat Flour,68.2,45.7,156.0,Room,27.7,19.8,FB-01,1000,376,109.0,yes,LOW,+91-989018205,ok
DON-0130,2026-03-10,Bathinda,Punjab,Supermarket,Wheat Flour,157.2,150.7,98.0,Room,23.2,4.6,FB-04,500,152,231.0,Yes,med,+91-986277420,ok
DON-0560,2026-01-23,Chandigarh,Chandigarh UT,Gurudwara Langar,Fruits,38.4,22.4,42.0,Cold,5.7,5.9,FB-01,1500,855,237.0,yes,MEDIUM ,+91-989384640,ok
DON-0423,2026-01-19,Amritsar,Punjab,Supermarket,Dairy,64.8,90.71999999999998,25.0,Cold,4.0,26.1,FB-03,1500,1091,252.0,Yes,MEDIUM ,+91-987575046,
DON-0480,2026-01-31,Bathinda,Punjab,Gurudwara Langar,Wheat Flour,132.5,109.4,152.0,Room,25.0,3.1,FB-03,1500,588,169.0,Y,MEDIUM ,+91-982059288,
DON-0562,2026-02-13,Patiala,Punjab,Wedding Hall,Bread/Bakery,99.5,81.9,18.0,Room,24.7,8.9,FB-01,800,213,450.0,Yes,HIGH ,+91-988461821,ok
DON-0425,2026-01-22,Jalandhar,Punjab,Hostel Mess,Vegetables,223.1,134.2,38.0,Cold,3.5,8.1,FB-02,500,407,191.0,Yes,Medium,+91-984931067,ok
DON-0101,2026-01-26,Delhi,Delhi,Gurudwara Langar,cooked meals ,70.5,38.8,7.0,Room,23.3,12.0,FB-03,1500,172,132.0,yes,high,+91-983822136,festival surplus
DON-0432,2026-01-31,Patiala,Punjab,Restaurant,rice ,188.9,108.5,89.0,Cold,5.2,24.3,FB-05,500,296,177.0,yes,Medium,+91-983376629,ok
DON-0387,2026-02-26,Delhi,Delhi,Supermarket,VEGETABLES ,54.3,52.2,47.0,Room,60.0,9.4,FB-02,1000,595,60.0,,Medium,+91-981287249,festival surplus
DON-0599,2026-01-24,Patiala,Punjab,Household,rice ,95.5,92.5,77.0,Room,22.7,-14.8,FB-04,1500,868,278.0,No,Medium,+91-989863441,festival surplus
DON-0295,2026-03-07,Bathinda,Punjab,Gurudwara Langar,Vegetables,65.9,40.9,49.0,Room,26.5,15.8,FB-01,1000,309,350.0,yes,med,+91-982926252,festival surplus
DON-0268,2026-03-02,chandigarh ,Chandigarh UT,Household,rice ,58.7,55.2,76.0,Cold,3.0,14.5,FB-04,800,620,168.0,NO,Medium,+91-985272513,urgent pickup
DON-0495,2026-01-21,Patiala,Punjab,Restaurant,Fruits,85.4,47.6,42.0,Room,27.7,25.8,FB-01,800,100,139.0,YES ,med,+91-985254567,ok
DON-0445,2026-01-30,Jaipur,Rajasthan,Gurudwara Langar,Fruits,81.3,76.8,57.0,No Storage,28.6,22.6,FB-01,800,118,470.0,YES ,MEDIUM ,+91-988914871,urgent pickup
DON-0113,2026-01-15,Bathinda,Punjab,Supermarket,Bread/Bakery,59.7,38.2,21.0,Cold,5.3,33.4,FB-05,500,352,198.0,yes,Medium,+91-989152885,ok
DON-0180,2026-02-05,Bathinda,Punjab,Supermarket,Vegetables,89.1,58.6,53.0,Room,24.2,11.9,FB-02,1000,705,128.0,Yes,med,+91-981490999,urgent pickup
DON-0451,2026-01-11,Bathinda,Punjab,Restaurant,rice ,80.4,61.6,75.0,Cold,4.2,18.5,FB-01,500,226,192.0,yes,MEDIUM ,+91-981908521,ok
DON-0494,2026-01-17,LUDHIANA ,Punjab,Gurudwara Langar,Fruits,118.9,102.8,41.0,Room,26.1,11.3,FB-02,500,414,451.0,YES ,HIGH ,+91-986748413,festival surplus
DON-0482,2026-03-03,ludhiana,Punjab,Farm,Dairy,96.9,58.8,20.0,Cold,6.6,5.8,FB-05,1000,308,154.0,N,med,+91-989820939,urgent pickup
DON-0374,2026-01-20,Amritsar,Punjab,Wedding Hall,Wheat Flour,82.5,80.0,159.0,Room,21.0,16.8,FB-01,1500,1366,109.0,YES ,Low,+91-986698485,festival surplus
DON-0315,2026-01-14,Jaipur,Rajasthan,Farm,Bread/Bakery,118.1,80.4,9.0,Room,23.1,9.0,FB-02,1500,742,234.0,No,high,+91-981211463,ok
DON-0152,2026-01-10,Amritsar,Punjab,Gurudwara Langar,Bread/Bakery,-114.5,66.2,21.0,Room,26.2,19.6,FB-01,1000,670,433.0,Y,Medium,+91-989497552,
DON-0172,2026-02-03,ludhiana,Punjab,Gurudwara Langar,Dairy,47.6,32.2,30.0,Cold,5.7,7.4,FB-02,1500,1115,130.0,Yes,MEDIUM ,+91-982160152,
