Year,Month,Locality,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition prog.
2021,FEB,ORANGE,655,1469,31880.373750000002,,0
2021,FEB,PAGE COUNTY,455,830,44829.325,0,0
2021,FEB,PITTSYLVANIA,,,0,0,0
2021,FEB,RAPPAHANNOCK,171,464,14852.45701,,0
2021,FEB,ROCKBRIDGE,125.99999999999999,4652,5347.75,,0
2021,FEB,ROCKINGHAM,1288,2710,66820.6458,303,7788
2021,FEB,SHENANDOAH,614,1548,76526.4,,0
2021,FEB,STAUNTON CITY,394,3381,25627.850000000002,,242
2021,FEB,WARREN,226,562,23978.3,30,378.4
2021,FEB,WAYNESBORO,188,572,13848.865999999998,80,4464
2021,FEB,WINCHESTER,1405,4180,96596.26399999998,129,3570.2331
2021,JAN,ALBEMARLE,2650,7100,246745.34419000003,55,1654.2
2021,JAN,AMHERST,954,2156,88780.92091999999,2117,7763.8
2021,JAN,APPOMATTOX,994,1812,39667.018240000005,,0
2021,JAN,AUGUSTA,1866,4822,190862.77661000003,115,3196.5002200000004
2021,JAN,BATH,282,541,14292.067509999999,0,0
2021,JAN,BEDFORD COUNTY,450,899,26776.215010000004,0,0
2021,JAN,BUCKINGHAM,816,1544,34659.29647,,0
2021,JAN,BUENA VISTA,321,875.0000000000001,35861.16119,,0
2021,JAN,CAMPBELL,1003,2235,113725.62301999997,5,0
2021,JAN,CHARLOTTESVILLE,1432,9733,50235.20970999998,0,0
2021,JAN,CLARKE COUNTY,116,254,6254.999999999999,82,1179.1
2021,JAN,CULPEPER,701,1950,59095.17424999999,,0
2021,JAN,FAUQUIER,269,550,36022.075749999996,,0
2021,JAN,FLUVANNA,330,933,22271.32881,,3420
2021,JAN,FREDERICK,1615,6321,50376.17899999999,,0
2021,JAN,GREENE,686,2040,57947.30118,80,1137.4009999999998
2021,JAN,HARRISONBURG,1991,7492,181725.69073000003,213,5995.6
2021,JAN,HIGHLAND,193,405,11131.985519999998,,0
2021,JAN,LEXINGTON,541,1479,42527.675,,0
2021,JAN,LOUDOUN,3657,13579,155927.85949,733,18815.260000000002
2021,JAN,LYNCHBURG,12095,17555,199812.87864999997,0,16846
2021,JAN,MADISON,208,503,35939.604,,0
2021,JAN,NELSON,554,1171,48266.72123999999,,0
2021,JAN,ORANGE,595,1552,25807.71518,,0
2021,JAN,PAGE COUNTY,575,1159,63171.87699999999,,0
2021,JAN,PITTSYLVANIA,,,0,0,0
2021,JAN,RAPPAHANNOCK,231,574,20236.3421,,0
2021,JAN,ROCKBRIDGE,166,3632,7191.63,,0
2021,JAN,ROCKINGHAM,1563,3402,75718.943,303,8837.00001
2021,JAN,SHENANDOAH,896,2266,48053.082,,0
2021,JAN,STAUNTON CITY,644,1284,25254.904299999995,,0
2021,JAN,WARREN,280,749,33184.0627,45,205.2
2021,JAN,WAYNESBORO,239,655,19599.568479999998,80,36
2021,JAN,WINCHESTER,1290,4024,82623.119,129,996.9
2021,JUN,ALBEMARLE,1894,5004,177671.87091,55,0
2021,JUN,AMHERST,1085,2380,79982.99904,939,0
2021,JUN,APPOMATTOX,803,1134,27752.47577,,0
2021,JUN,AUGUSTA,1478,3494,128816.54535000001,653,13682.359999999999
2021,JUN,BATH,260,478,15159.57841,,2673.6400000000003
2021,JUN,BEDFORD COUNTY,400,806,48936.25808000001,0,0
2021,JUN,BUCKINGHAM,647,1017,37660.25329000001,,0
2021,JUN,BUENA VISTA,266,679,52575.46027000002,,0
2021,JUN,CAMPBELL,987,2117,108594.04070000004,0,0
2021,JUN,CHARLOTTESVILLE,894,6124,35982.580140000005,477.00000000000006,8771.599999999999
2021,JUN,CLARKE COUNTY,159,322,6661.782099999999,64,191.82
2021,JUN,CULPEPER,596,1532,45461.04916,,0
2021,JUN,FAUQUIER,625,1537,47606.98578,,0
2021,JUN,FLUVANNA,346,706,24677.922450000002,,0
2021,JUN,FREDERICK,2506,6264,42227.40125000001,,0
2021,JUN,GREENE,614,1775,83071.46190000002,,0
2021,JUN,HARRISONBURG,1893,6500,162582.42261000004,289,11177.06
2021,JUN,HIGHLAND,200,515,16275.7225,,0
2021,JUN,LEXINGTON,619,4165,51353.04974,,0
2021,JUN,LOUDOUN,3607,21513,192967.26639,2536,24401.499949999998
2021,JUN,LYNCHBURG,10410,14012,195043.86206,4396,90220.8
2021,JUN,MADISON,207,498.99999999999994,25571.76777,,0
2021,JUN,NELSON,516,950,47729.32749,,0
2021,JUN,ORANGE,549,1276,28131.688,,0
2021,JUN,PAGE COUNTY,811,1984.0000000000002,54417.785950000005,0,2041
2021,JUN,PITTSYLVANIA,,,0,0,0
2021,JUN,RAPPAHANNOCK,175,421,16942.163249999998,,0
2021,JUN,ROCKBRIDGE,82,1660,6932.724999999999,,0
2021,JUN,ROCKINGHAM,1300,2606,73972.38037,281,461
2021,JUN,SHENANDOAH,872,2020,79073.04447,,0
2021,JUN,STAUNTON CITY,629,1061,24456.970399999995,,94
2021,JUN,WARREN,319,981,26406.315999999995,38,1028
2021,JUN,WAYNESBORO,185,500,16807.865610000004,0,0
2021,JUN,WINCHESTER,1520,4729,118656.55074999998,59,10293.88
2021,MAR,ALBEMARLE,2109,5412,243316.06751,0,1912.59815
2021,MAR,AMHERST,1079,2529,95431.32598,2076,1760.0010499999999
2021,MAR,APPOMATTOX,1149,1786,33293.773610000004,,0
2021,MAR,AUGUSTA,1658,3920,190388.22997,61,3168.7500000000005
2021,MAR,BATH,292,508,20580.6508,92,2012.3
2021,MAR,BEDFORD COUNTY,494,964,31332.78065,29,0
2021,MAR,BUCKINGHAM,771,1424,36631.55502,,0
2021,MAR,BUENA VISTA,524,1020,59300.836999999985,,0
2021,MAR,CAMPBELL,956,2120,119189.76729999999,5,1165.1
2021,MAR,CHARLOTTESVILLE,961,9497,49059.175290000014,0,7734.490500000001
2021,MAR,CLARKE COUNTY,169,337,12030.379,64,810
2021,MAR,CULPEPER,640,1528,50117.1395,,0
2021,MAR,FAUQUIER,716,1710,40396.7305,,0
2021,MAR,FLUVANNA,572,1371,24474.68734,90,3717.7497000000003
2021,MAR,FREDERICK,3086,6581,47390.041,,0
2021,MAR,GREENE,611,1719,69445.79812,74,1567.6000000000001
2021,MAR,HARRISONBURG,1786,7094,203767.31449999998,270,40296.5
2021,MAR,HIGHLAND,238,461.99999999999994,14746.899449999999,,0
2021,MAR,LEXINGTON,430,1233,44664.80825,,0
2021,MAR,LOUDOUN,2380,25522,250112.4890000001,485.00000000000006,11445.6
2021,MAR,LYNCHBURG,12524,18094,237429.39288999984,1084,30691.375
2021,MAR,MADISON,216,464.99999999999994,33158.24,,0
2021,MAR,NELSON,489,941,61216.12825999999,,0
2021,MAR,ORANGE,608,1360,41920.165,,0
2021,MAR,PAGE COUNTY,481,850,49593.41999999999,104.99999999999999,2203.333
2021,MAR,PITTSYLVANIA,,,0,0,0
2021,MAR,RAPPAHANNOCK,206,517,16740.79425,,0
2021,MAR,ROCKBRIDGE,108,5305,5587.475,,0
2021,MAR,ROCKINGHAM,1522,3481,97314.24294999999,606,10182.70001
2021,MAR,SHENANDOAH,959,2371,111057.54999999997,,0
2021,MAR,STAUNTON CITY,354,4015,43439.651,,0
2021,MAR,WARREN,223,555,32801.129,40,1306.6999999999998
2021,MAR,WAYNESBORO,287,644,18659.023999999998,155,4443.85
2021,MAR,WINCHESTER,1607,5023,163031.56999999998,129,4477.699860000001
2021,MAY,ALBEMARLE,1804,4528,165983.29919999995,55,0
2021,MAY,AMHERST,1002,2284,94560.2175,1437,1926
2021,MAY,APPOMATTOX,860,1358,21810.824,,0
2021,MAY,AUGUSTA,1328,3218,133385.36381000004,32,2088.1664499999997
2021,MAY,BATH,247,437,18728.98794,96,1650.3
2021,MAY,BEDFORD COUNTY,364,701,30652.289,,0
2021,MAY,BUCKINGHAM,676,1069,38605.26699999999,,0
2021,MAY,BUENA VISTA,257,687,44153.815749999994,,0
2021,MAY,CAMPBELL,906,2015,101905.52222999996,,0
2021,MAY,CHARLOTTESVILLE,831,6313,29714.719999999994,,0
2021,MAY,CLARKE COUNTY,109,254,5856.22105,62,842.3
2021,MAY,CULPEPER,547,1226,46543.19699999999,,0
2021,MAY,FAUQUIER,595,1389,34668.5365,,0
2021,MAY,FLUVANNA,334,600,33320.6002,90,1898.06646
2021,MAY,FREDERICK,223,1136,34392.654039999994,,0
2021,MAY,GREENE,567,1532,59901.89259999999,72,595
2021,MAY,HARRISONBURG,1562,5676,134206.76257,90,4791.1
2021,MAY,HIGHLAND,229,429,13506.10765,,0
2021,MAY,LEXINGTON,552,1263,34218.97845,,0
2021,MAY,LOUDOUN,4548,22103,227387.72830000005,1028,15992
2021,MAY,LYNCHBURG,3288,15011,197896.57758999994,1396,13572.936000000002
2021,MAY,MADISON,173,406,36409.69,,0
2021,MAY,NELSON,548,974,57434.29918000001,,0
2021,MAY,ORANGE,537,1203,30810.121700000003,,0
2021,MAY,PAGE COUNTY,341,715,34082.34724,50,1101.6665
2021,MAY,PITTSYLVANIA,,,0,0,0
2021,MAY,RAPPAHANNOCK,165,356,12419.12561,,0
2021,MAY,ROCKBRIDGE,128,5680,4581.9400000000005,,0
2021,MAY,ROCKINGHAM,1350,2689,112446.78621,303,6134.18
2021,MAY,SHENANDOAH,707,1743,54849.819899999995,,0
2021,MAY,STAUNTON CITY,309,665,15308.8,,454
2021,MAY,WARREN,759,3245,34285.452000000005,23,0
2021,MAY,WAYNESBORO,157,348,13278.277039999997,0,2203.333
2021,MAY,WINCHESTER,1344,3907,132881.18530999997,140,3411.76664
