quantity_donated_kg,quantity_available_kg,shelf_life_hours,storage_temp_C,distance_to_foodbank_km,foodbank_capacity_kg,current_stock_kg,beneficiaries_count,redistribution_priority,donation_month,donation_dayofweek,stock_pressure,surplus_ratio,need_per_km,is_perishable,cold_chain_ok,city_Bathinda,city_Chandigarh,city_Delhi,city_Jaipur,city_Jalandhar,city_Ludhiana,city_Patiala,state_Delhi,state_Punjab,state_Rajasthan,donor_type_Gurudwara Langar,donor_type_Hostel Mess,donor_type_Household,donor_type_Restaurant,donor_type_Supermarket,donor_type_Wedding Hall,food_type_Cooked Meals,food_type_Dairy,food_type_Fruits,food_type_Rice,food_type_Vegetables,food_type_Wheat Flour,storage_condition_No Storage,storage_condition_Room,foodbank_id_FB-02,foodbank_id_FB-03,foodbank_id_FB-04,foodbank_id_FB-05,transport_available_Yes
43.2,67.0,83,30.8,18.6,1500,241,216,2,3,1,0.161,1.551,11.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
86.0,50.2,23,28.2,14.6,1000,838,305,0,1,6,0.838,0.584,19.55,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
120.4,116.8,66,30.3,13.7,1500,825,174,2,1,5,0.55,0.97,11.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
59.7,56.3,22,20.2,28.6,800,565,273,2,2,0,0.706,0.943,9.22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
140.7,134.6,197,26.2,14.5,1500,242,300,2,1,0,0.161,0.957,19.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
54.1,42.1,47,1.2,22.7,1000,891,242,2,1,1,0.891,0.778,10.21,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
131.1,97.0,7,30.0,16.5,1000,207,517,0,3,5,0.207,0.74,29.54,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
166.4,128.0,88,22.4,19.9,1000,152,331,2,3,6,0.152,0.769,15.84,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
60.7,47.0,65,25.2,33.9,500,106,449,2,2,2,0.212,0.774,12.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
97.8,86.6,54,5.3,10.3,800,319,109,2,3,1,0.399,0.885,9.65,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
73.8,64.2,64,21.6,12.4,500,265,226,2,1,1,0.53,0.87,16.87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
56.4,67.0,149,4.0,13.2,500,326,158,2,2,0,0.652,1.188,11.13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
70.9,47.1,18,5.0,7.3,500,432,187,2,2,5,0.864,0.664,22.53,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
91.6,60.7,14,24.6,22.1,500,216,486,2,2,2,0.432,0.663,21.04,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
70.7,42.5,29,3.4,19.1,800,240,173,2,2,3,0.3,0.601,8.61,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
119.3,105.3,19,4.7,23.0,1500,1244,207,2,3,2,0.829,0.883,8.62,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
147.7,108.7,13,3.6,14.2,800,483,270,0,1,4,0.604,0.736,17.76,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
86.0,83.6,31,25.2,15.4,500,370,78,2,2,6,0.74,0.972,4.76,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
102.4,67.0,71,27.0,13.75,1500,514,311,0,2,1,0.343,0.654,21.08,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
124.8,72.7,6,22.5,12.1,1000,659,137,0,3,6,0.659,0.583,10.46,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
41.1,28.1,28,17.7,21.1,1500,1144,227,2,2,3,0.763,0.684,10.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
91.5,83.5,19,29.6,37.1,1000,347,181,2,1,4,0.347,0.913,4.75,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
227.7,189.3,31,2.6,9.4,1000,321,172,2,2,0,0.321,0.831,16.54,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
128.3,115.5,61,4.5,16.5,500,169,227,2,2,0,0.338,0.9,12.97,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
66.7,61.5,19,32.5,5.1,800,524,150,2,3,1,0.655,0.922,24.59,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
89.0,59.1,29,22.4,13.8,1500,1423,199,2,1,1,0.949,0.664,13.45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
101.1,79.8,29,22.8,13.75,1500,818,229,2,2,1,0.545,0.789,15.53,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
97.8,60.3,25,34.4,24.4,1000,388,84,2,1,3,0.388,0.617,3.31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
71.1,58.5,44,28.5,3.3,500,403,321,2,1,5,0.806,0.823,74.65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
100.0,67.2,97,28.4,15.6,500,76,126,2,1,1,0.152,0.672,7.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
77.4,50.7,51,32.0,20.4,500,408,182,2,2,5,0.816,0.655,8.5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
43.8,39.3,28,25.9,7.4,500,295,205,2,3,1,0.59,0.897,24.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
79.3,50.5,94,3.2,16.6,800,242,202,1,1,4,0.302,0.637,11.48,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
144.5,118.0,52,24.5,4.0,1000,854,165,2,2,1,0.854,0.817,33.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
114.6,76.3,8,4.4,16.9,1000,223,291,2,2,2,0.223,0.666,16.26,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
100.8,77.1,10,27.3,26.0,800,431,159,2,2,0,0.539,0.765,5.89,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
76.1,67.0,34,3.6,12.0,500,225,144,2,1,3,0.45,0.88,11.08,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
141.0,98.1,122,37.6,14.6,1000,833,131,2,2,0,0.833,0.696,8.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
73.5,68.6,50,28.7,10.9,1000,105,101,2,2,1,0.105,0.933,8.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
54.5,31.8,31,37.8,20.3,800,513,413,2,1,4,0.641,0.583,19.39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
80.1,73.0,8,23.3,20.7,500,399,255,2,3,5,0.798,0.911,11.75,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
60.3,57.2,28,29.3,7.1,1500,1137,373,0,1,5,0.758,0.949,46.05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
120.6,71.5,28,24.9,14.1,1500,1284,423,0,1,4,0.856,0.593,28.01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
85.0,69.3,52,37.2,15.8,1000,797,200,2,2,0,0.797,0.815,11.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
70.4,57.7,170,26.5,21.4,1500,1062,93,1,1,0,0.708,0.82,4.15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
62.4,35.7,55,3.9,11.7,1500,1142,407,2,1,0,0.761,0.572,32.05,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
150.6,109.4,37,24.2,12.9,500,100,252,2,2,4,0.2,0.726,18.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
92.4,58.7,10,24.4,4.9,1000,602,382,0,2,4,0.602,0.635,64.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
95.8,87.9,86,21.5,16.0,500,98,230,2,2,3,0.196,0.918,13.53,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
52.5,30.1,14,1.6,28.0,1000,729,188,2,1,6,0.729,0.573,6.48,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119.8,109.7,176,27.5,20.1,800,421,266,2,1,1,0.526,0.916,12.61,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
62.8,50.4,31,3.5,12.9,500,72,88,2,1,6,0.144,0.803,6.33,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
204.0,144.8,19,29.8,9.2,1500,1401,176,0,2,2,0.934,0.71,17.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
55.8,40.8,31,28.2,12.1,1000,271,221,2,1,6,0.271,0.731,16.87,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
76.9,43.1,89,24.5,19.3,1500,337,173,2,3,5,0.225,0.56,8.52,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
128.0,89.6,174,27.9,13.7,800,502,334,0,2,0,0.628,0.7,22.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
95.9,66.6,53,22.7,21.7,800,434,255,2,2,1,0.542,0.694,11.23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
88.0,83.5,165,3.8,11.2,500,310,259,2,1,0,0.62,0.949,21.23,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
110.7,85.6,32,25.5,13.1,1000,129,357,2,1,3,0.129,0.773,25.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
91.3,60.1,10,24.0,18.0,1500,1078,454,2,1,1,0.719,0.658,23.89,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
118.0,70.6,122,23.2,24.6,1000,438,169,1,1,1,0.438,0.598,6.6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
81.2,52.0,140,27.6,14.9,1000,675,300,2,2,5,0.675,0.64,18.87,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
102.5,83.9,31,2.5,16.4,500,208,315,2,2,4,0.416,0.819,18.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
112.1,112.1,174,24.2,14.6,1500,821,159,2,1,2,0.547,1.0,10.19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
68.3,67.0,31,24.8,5.8,1000,764,144,2,3,1,0.764,0.981,21.18,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
33.7,23.0,3,2.4,16.1,1000,191,216,2,1,5,0.191,0.682,12.63,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
58.1,39.2,31,20.9,12.8,800,395,189,2,2,3,0.494,0.675,13.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
63.0,59.9,34,30.1,6.7,1000,496,245,2,1,4,0.496,0.951,31.82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
99.2,91.7,40,28.8,11.5,1000,779,368,0,2,2,0.779,0.924,29.44,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
70.0,59.9,12,5.8,14.9,800,166,71,2,1,2,0.208,0.856,4.47,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
128.6,95.3,55,26.2,7.7,800,504,275,2,1,0,0.63,0.741,31.61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
84.6,48.7,36,3.1,22.9,1000,573,175,2,2,2,0.573,0.576,7.32,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
123.6,83.8,7,20.6,38.2,500,303,63,2,2,3,0.606,0.678,1.61,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
147.0,91.1,8,27.9,19.1,1000,681,421,0,2,6,0.681,0.62,20.95,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
89.1,67.0,105,36.2,36.3,500,414,344,2,2,0,0.828,0.752,9.22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
86.94999999999999,55.1,53,29.6,12.9,1500,906,227,2,1,5,0.604,0.634,16.33,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
138.9,85.6,23,2.7,15.9,1500,498,129,2,3,0,0.332,0.616,7.63,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
110.6,93.8,7,1.8,14.5,1000,341,213,0,1,1,0.341,0.848,13.74,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
50.9,34.2,136,26.0,12.0,800,282,353,2,2,1,0.352,0.672,27.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
119.2,119.2,74,5.7,8.0,1000,832,163,2,1,3,0.832,1.0,18.11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
180.8,147.8,82,31.9,8.5,500,349,430,0,1,3,0.698,0.817,45.26,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
54.8,40.2,66,5.3,20.7,800,231,285,2,3,6,0.289,0.734,13.13,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
79.1,68.7,31,20.8,6.7,800,421,100,2,1,1,0.526,0.869,12.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
107.9,91.6,98,5.7,11.7,1500,220,164,2,3,4,0.147,0.849,12.91,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
52.5,32.6,7,3.9,26.2,1500,448,142,2,2,2,0.299,0.621,5.22,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
199.1,143.1,15,30.6,14.4,1500,814,346,0,2,5,0.543,0.719,22.47,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
189.7,148.0,17,28.9,9.9,1500,1331,104,2,1,6,0.887,0.78,9.54,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78.5,71.1,9,36.5,2.8,800,666,165,2,2,0,0.832,0.906,43.42,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
118.8,105.8,53,23.8,5.0,800,272,148,2,1,0,0.34,0.891,24.67,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
63.1,50.0,39,28.3,9.5,500,168,276,2,1,4,0.336,0.792,26.29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
58.5,67.0,21,3.4,17.9,1500,419,183,2,2,1,0.279,1.145,9.68,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
48.5,36.3,31,31.1,6.0,1500,353,275,2,2,4,0.235,0.748,39.29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
57.2,53.8,19,4.3,19.9,1500,544,282,2,1,0,0.363,0.941,13.49,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
78.9,47.8,19,29.1,9.8,500,260,257,2,1,1,0.52,0.606,23.8,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
82.8,64.9,5,25.7,6.7,500,106,138,0,2,6,0.212,0.784,17.92,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
81.7,75.2,31,3.6,13.5,1500,541,209,2,1,2,0.361,0.92,14.41,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
83.1,47.0,25,5.5,8.2,800,575,222,2,3,4,0.719,0.566,24.13,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
178.0,139.9,44,24.6,23.1,1500,1206,181,2,2,2,0.804,0.786,7.51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
69.8,66.6,159,25.2,22.3,1000,294,243,2,2,3,0.294,0.954,10.43,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
76.8,53.8,59,23.5,2.8,1000,257,195,2,2,2,0.257,0.701,51.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
84.7,62.0,131,5.1,7.6,1500,1321,399,2,2,1,0.881,0.732,46.4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.6,95.4,16,6.6,13.1,800,558,227,0,3,2,0.698,0.948,16.1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
136.6,122.8,44,6.5,6.5,500,218,511,0,1,3,0.436,0.899,68.13,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
107.3,72.1,11,36.7,7.7,500,288,111,2,1,6,0.576,0.672,12.76,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
75.2,57.2,13,6.8,14.2,800,725,351,0,2,2,0.906,0.761,23.09,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
119.2,106.7,8,4.2,27.7,1500,1082,163,0,2,5,0.721,0.895,5.68,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42.2,33.0,26,6.6,18.4,800,256,114,2,1,0,0.32,0.782,5.88,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
73.2,45.1,94,3.4,3.3,1500,780,146,2,3,4,0.52,0.616,33.95,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
146.2,140.6,58,27.3,9.1,800,184,127,2,1,2,0.23,0.962,12.57,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
96.0,60.3,63,2.8,22.6,1500,1189,88,1,2,0,0.793,0.628,3.73,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
135.5,84.2,35,4.8,10.4,1500,1312,189,2,2,4,0.875,0.621,16.58,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
98.8,93.1,6,5.3,12.5,800,415,271,0,3,1,0.519,0.942,20.07,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
115.0,109.8,4,37.0,38.6,500,275,359,0,2,2,0.55,0.955,9.07,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
86.6,67.8,19,24.1,6.8,1000,414,159,2,2,1,0.414,0.783,20.38,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
46.3,42.9,88,5.3,28.8,500,339,341,2,2,6,0.678,0.927,11.44,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
82.5,50.3,17,24.6,12.3,1500,1311,308,0,2,2,0.874,0.61,23.16,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
141.9,134.4,23,5.1,31.4,500,321,133,2,1,5,0.642,0.947,4.1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
87.1,62.8,7,4.2,11.0,1000,203,210,2,1,5,0.203,0.721,17.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
72.9,47.9,8,22.9,8.8,1000,929,608,0,2,6,0.929,0.657,62.04,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
98.7,89.7,27,23.2,5.7,800,285,629,0,2,3,0.356,0.909,93.88,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
121.7,113.8,86,5.3,20.0,800,298,172,2,2,2,0.372,0.935,8.19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
51.8,39.1,31,25.6,17.7,800,537,48,1,1,5,0.671,0.755,2.57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
79.4,70.2,15,27.1,33.1,500,135,203,2,1,1,0.27,0.884,5.95,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
101.7,65.8,12,5.3,16.2,500,431,68,2,2,1,0.862,0.647,3.95,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
77.4,67.0,12,5.1,6.0,800,192,236,2,1,2,0.24,0.866,33.71,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90.9,62.2,45,5.9,9.4,500,421,199,2,1,3,0.842,0.684,19.13,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
74.6,53.2,18,22.5,22.4,1500,275,147,2,2,5,0.183,0.713,6.28,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
65.6,43.0,5,5.8,14.1,800,672,146,0,1,5,0.84,0.655,9.67,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94.3,94.3,17,27.6,17.0,500,224,541,2,1,1,0.448,1.0,30.06,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
